La luna es ___ (new),nueva,nuevas,nuevo,nuevos
Los árboles es ___ (salty),salados,saladoa,salado,saladoas
Las montañas es ___ (ancient),antiguas,antiguao,antiguaos,antigua
La ciudad es ___ (sad),triste,triste,tristes,triste
El coche es ___ (interesting),interesante,interesantes,interesante,interesante
Los gatos es ___ (boring),aburridos,aburrido,aburridoas,aburridoa
El edificio es ___ (kind),amable,amables,amable,amable
El sol es ___ (weak),débil,débils,débil,débil
El coche es ___ (safe),seguro,segura,seguros,seguras
El sol es ___ (dark),oscuro,oscuras,oscuros,oscura
El parque es ___ (fun),divertido,divertida,divertidas,divertidos
El coche es ___ (happy),feliz,feliz,felizs,feliz
Las flores es ___ (happy),felizs,feliz,felizos,felizss
El edificio es ___ (weak),débil,débils,débil,débil
La playa es ___ (boring),aburrida,aburridas,aburrido,aburridos
La niña es ___ (bright),luminosa,luminosas,luminosos,luminoso
