sonidista,masculine,sonidistas,hangtechnikus,sound technician
montador,masculine,montadores,vágó,film editor
escenógrafo,masculine,escenógrafos,díszlettervező,set designer
maquillador,masculine,maquilladores,sminkes,makeup artist
vestuarista,masculine,vestuaristas,jelmeztervező,costume designer
coreógrafo,masculine,coreógrafos,koreográfus,choreographer
agente,masculine,agentes,ügynök,agent
representante,masculine,representantes,képviselő,representative
publicista,masculine,publicistas,pr szakember,publicist
mercadólogo,masculine,mercadólogos,marketinges,marketer
consultor,masculine,consultores,tanácsadó,consultant
asesor,masculine,asesores,tanácsadó,advisor
analista,masculine,analistas,elemző,analyst
contador,masculine,contadores,könyvelő,accountant
auditor,masculine,auditores,ellenőr,auditor
inversionista,masculine,inversionistas,befektető,investor
banquero,masculine,banqueros,bankár,banker
corredor de bolsa,masculine,corredores de bolsa,tőzsdeügynök,stockbroker
financiero,masculine,financieros,finanszírozó,financier
comerciante,masculine,comerciantes,kereskedő,trader
empresario,masculine,empresarios,vállalkozó,entrepreneur
propietario,masculine,propietarios,tulajdonos,owner
gerente,masculine,gerentes,ügyvezető,manager
administrador,masculine,administradores,adminisztrátor,administrator
director ejecutivo,masculine,directores ejecutivos,vezérigazgató,CEO
presidente,masculine,presidentes,elnök,president
vicepresidente,masculine,vicepresidentes,alelnök,vice president
secretario,masculine,secretarios,titkár,secretary
recepcionista,masculine,recepcionistas,recepciós,receptionist
asistente,masculine,asistentes,asszisztens,assistant
secretaria,feminine,secretarias,titkárnő,secretary
telefonista,masculine,telefonistas,telefonkezelő,telephone operator
mensajero,masculine,mensajeros,futár,messenger
repartidor,masculine,repartidores,kézbesítő,delivery person
cartero,masculine,carteros,postás,mailman
vendedor,masculine,vendedores,eladó,salesperson
cajero,masculine,cajeros,pénztáros,cashier
dependiente,masculine,dependientes,bolti eladó,shop assistant
promotor,masculine,promotores,promóter,promoter
supervisor,masculine,supervisores,felügyelő,supervisor
coordinador,masculine,coordinadores,koordinátor,coordinator
organizador,masculine,organizadores,szervező,organizer
planificador,masculine,planificadores,tervező,planner
estratega,masculine,estrategas,stratéga,strategist
negociador,masculine,negociadores,tárgyaló,negotiator
intermediario,masculine,intermediarios,közvetítő,intermediary
facilitador,masculine,facilitadores,moderátor,facilitator
conferencista,masculine,conferencistas,előadó,speaker
ponente,masculine,ponentes,előadó,presenter
moderaor,masculine,moderadores,moderátor,moderator
entrenador,masculine,entrenadores,edző,trainer
coach,masculine,coaches,coach,coach
terapeuta,masculine,terapeutas,terapeuta,therapist
psicoterapeuta,masculine,psicoterapeutas,pszichoterapeuta,psychotherapist
consejero,masculine,consejeros,tanácsadó,counselor
orientador,masculine,orientadores,pályaválasztási tanácsadó,career counselor
mentor,masculine,mentores,mentor,mentor
tutor,masculine,tutores,magántanár,tutor
profesor,masculine,profesores,tanár,professor
maestro,masculine,maestros,tanító,teacher
pedagogo,masculine,pedagogos,nevelő,pedagogue
investigador,masculine,investigadores,kutató,researcher
científico,masculine,científicos,tudós,scientist
experto,masculine,expertos,szakértő,expert
especialista,masculine,especialistas,szakértő,specialist
profesional,masculine,profesionales,szakember,professional
aficionado,masculine,aficionados,rajongó,enthusiast
practicante,masculine,practicantes,gyakornok,intern
aprendiz,masculine,aprendices,tanuló,apprentice
pasante,masculine,pasantes,gyakornok,trainee
estudiante,masculine,estudiantes,diák,student
alumno,masculine,alumnos,diák,student
escolar,masculine,escolares,iskolás,schoolboy
universitario,masculine,universitarios,egyetemi hallgató,university student
licenciado,masculine,licenciados,diplomás,graduate
doctorado,masculine,doctorados,doktor,d. ph.
candidato,masculine,candidatos,jelölt,candidate
aspirante,masculine,aspirantes,pályázó,aspirant
competidor,masculine,competidores,versenyző,competitor
rival,masculine,rivales,rivális,rival
campeón,masculine,campeones,bajnok,champion
subcampeón,masculine,subcampeones,második helyezett,runner-up
medallista,masculine,medallistas,érmes,medalist
atleta,masculine,atletas,atléta,athlete
deportista,masculine,deportistas,sportoló,sportsman
futbolista,masculine,futbolistas,labdarúgó,football player
baloncestista,masculine,baloncestistas,kosárlabdázó,basketball player
nadador,masculine,nadadores,úszó,swimmer
ciclista,masculine,ciclistas,kerékpáros,cyclist
maratonista,masculine,maratonistas,maratoni futó,marathon runner
boxeador,masculine,boxeadores,boxoló,boxer
luchador,masculine,luchadores,birkózó,wrestler
gimnasta,masculine,gimnastas,torna,tornász,gymnast
judoca,masculine,judocas,cselgáncsozó,judoka
esgrimista,masculine,esgrimistas,vívó,fencer
levantador de pesas,masculine,levantadores de pesas,súlyemelő,weightlifter
saltador,masculine,saltadores,ugró,jumper
corredor,masculine,corredores,futó,runner
patinador,masculine,patinadores,korcsolyázó,skater
esquiador,masculine,esquiadores,síző,skier
surfista,masculine,surfistas,szörfös,surfer
remero,masculine,remeros,evezős,rower
piragüista,masculine,piragüistas,kajakos,canoeist
automovilista,masculine,automovilistas,autóversenyző,racing driver
motociclista,masculine,motociclistas,motoros,motorcyclist
jinete,masculine,jinetes,lovas,equestrian
arquero,masculine,arqueros,íjász,archer
tirador,masculine,tiradores,lövész,shooter
pescador,masculine,pescadores,horgász,fisherman
cazador,masculine,cazadores,vadász,hunter
explorador,masculine,exploradores,felfedező,explorer
aventurero,masculine,aventureros,kalandor,adventurer
viajero,masculine,viajeros,utazó,traveler
turista,masculine,turistas,turista,tourist
campista,masculine,campistas,kempingező,camper
excursionista,masculine,excursionistas,kiránduló,hiker
montañista,masculine,montañistas,hegymászó,mountaineer
espeleólogo,masculine,espeleólogos,barlangász,speleologist
buzo,masculine,buzos,búvár,diver
paracaidista,masculine,paracaidistas,ejtőernyős,paratrooper
piloto de carreras,masculine,pilotos de carreras,versenyző,race car driver
navegante,masculine,navegantes,hajós,navigator
astrónomo,masculine,astrónomos,csillagász,astronomer
inventor,masculine,inventores,feltaláló,inventor
científico,masculine,científicos,tudós,scientist
técnico,masculine,técnicos,technikus,technician
ingeniero,masculine,ingenieros,mérnök,engineer
programador,masculine,programadores,programozó,programmer
desarrollador,masculine,desarrolladores,fejlesztő,developer
analista,masculine,analistas,elemző,analyst
administrador de sistemas,masculine,administradores de sistemas,rendszergazda,system administrator
hacker,masculine,hackers,hacker,hacker
ciberseguridad,masculine,ciberseguridades,kiberbiztonsági szakértő,cybersecurity expert
redactor,masculine,redactores,szerkesztő,editor
bloguero,masculine,blogueros,blogger,blogger
vlogger,masculine,vloggers,vlogger,vlogger
youtuber,masculine,youtubers,youtuber,youtuber
influencer,masculine,influencers,közösségi média influenszer,influencer
streamer,masculine,streamers,streamelő,streamer
comentarista,masculine,comentaristas,kommentátor,commentator
locutor,masculine,locutores,bemondó,announcer
presentador,masculine,presentadores,műsorvezető,host
productor,masculine,productores,producer,producer
director de televisión,masculine,directores de televisión,televíziós rendező,TV director
guionista,masculine,guionistas,forgatókönyvíró,screenwriter
ilustrador,masculine,ilustradores,illusztrátor,illustrator
diseñador gráfico,masculine,diseñadores gráficos,grafikus tervező,graphic designer
artista digital,masculine,artistas digitales,digitális művész,digital artist
animador 3D,masculine,animadores 3D,3D animátor,3D animator
modelador 3D,masculine,modeladores 3D,3D modellező,3D modeler
desarrollador de videojuegos,masculine,desarrolladores de videojuegos,játékfejlesztő,video game developer
probador de videojuegos,masculine,probadores de videojuegos,játék tesztelő,video game tester
escritor de videojuegos,masculine,escritores de videojuegos,játékíró,video game writer
guionista de cómics,masculine,guionistas de cómics,képregényíró,comic book writer
dibujante de cómics,masculine,dibujantes de cómics,képregényrajzoló,comic book artist
coleccionista,masculine,coleccionistas,gyűjtő,collector
arqueólogo,masculine,arqueólogos,archeológus,archaeologist
historiador,masculine,historiadores,történész,historian
curador de museo,masculine,curadores de museo,múzeumi kurátor,museum curator
conservador de arte,masculine,conservadores de arte,műtárgy restaurátor,art conservator
guía turístico,masculine,guías turísticos,idegenvezető,tour guide
bibliotecario,masculine,bibliotecarios,könyvtáros,librarian
archivista,masculine,archivistas,levéltáros,archivist
investigador,masculine,investigadores,kutató,researcher
profesor,masculine,profesores,tanár,professor
educador,masculine,educadores,oktató,educator
pedagogo,masculine,pedagogos,nevelő,pedagogue
consejero escolar,masculine,consejeros escolares,iskolai tanácsadó,school counselor
director de escuela,masculine,directores de escuela,iskolaigazgató,school principal
coordinador educativo,masculine,coordinadores educativos,oktatási koordinátor,education coordinator
especialista en educación,masculine,especialistas en educación,oktatási szakértő,education specialist
asesor académico,masculine,asesores académicos,akadémiai tanácsadó,academic advisor
orientador vocacional,masculine,orientadores vocacionales,pályaválasztási tanácsadó,career counselor
mentor,masculine,mentores,mentor,mentor
tutor,masculine,tutores,magántanár,tutor
aprendiz,masculine,aprendices,tanuló,apprentice
pasante,masculine,pasantes,gyakornok,intern
estudiante,masculine,estudiantes,diák,student
alumno,masculine,alumnos,diák,student
escolar,masculine,escolares,iskolás,schoolchild
universitario,masculine,universitarios,egyetemi hallgató,university student
licenciado,masculine,licenciados,diplomás,graduate
doctorado,masculine,doctorados,doktor,PhD
candidato,masculine,candidatos,jelölt,candidate
aspirante,masculine,aspirantes,pályázó,aspirant
competidor,masculine,competidores,versenyző,competitor
rival,masculine,rivales,rivális,rival
campeón,masculine,campeones,bajnok,champion
subcampeón,masculine,subcampeones,második helyezett,runner-up
medallista,masculine,medallistas,érmes,medalist
atleta,masculine,atletas,atléta,athlete
deportista,masculine,deportistas,sportoló,sportsman
futbolista,masculine,futbolistas,labdarúgó,football player
baloncestista,masculine,baloncestistas,kosárlabdázó,basketball player
nadador,masculine,nadadores,úszó,swimmer
ciclista,masculine,ciclistas,kerékpáros,cyclist
maratonista,masculine,maratonistas,maratoni futó,marathon runner
boxeador,masculine,boxeadores,boxoló,boxer
luchador,masculine,luchadores,birkózó,wrestler
gimnasta,masculine,gimnastas,torna,tornász,gymnast
judoca,masculine,judocas,cselgáncsozó,judoka
esgrimista,masculine,esgrimistas,vívó,fencer
levantador de pesas,masculine,levantadores de pesas,súlyemelő,weightlifter
saltador,masculine,saltadores,ugró,jumper
corredor,masculine,corredores,futó,runner
patinador,masculine,patinadores,korcsolyázó,skater
esquiador,masculine,esquiadores,síző,skier
surfista,masculine,surfistas,szörfös,surfer
remero,masculine,remeros,evezős,rower
piragüista,masculine,piragüistas,kajakos,canoeist
automovilista,masculine,automovilistas,autóversenyző,racing driver
motociclista,masculine,motociclistas,motoros,motorcyclist
jinete,masculine,jinetes,lovas,equestrian
arquero,masculine,arqueros,íjász,archer
tirador,masculine,tiradores,lövész,shooter
pescador,masculine,pescadores,horgász,fisherman
cazador,masculine,cazadores,vadász,hunter
explorador,masculine,exploradores,felfedező,explorer
aventurero,masculine,aventureros,kalandor,adventurer
viajero,masculine,viajeros,utazó,traveler
turista,masculine,turistas,turista,tourist
campista,masculine,campistas,kempingező,camper
excursionista,masculine,excursionistas,kiránduló,hiker
montañista,masculine,montañistas,hegymászó,mountaineer
espeleólogo,masculine,espeleólogos,barlangász,speleologist
buzo,masculine,buzos,búvár,diver
paracaidista,masculine,paracaidistas,ejtőernyős,paratrooper
piloto de carreras,masculine,pilotos de carreras,versenyző,race car driver
navegante,masculine,navegantes,hajós,navigator
astrónomo,masculine,astrónomos,csillagász,astronomer
inventor,masculine,inventores,feltaláló,inventor
científico,masculine,científicos,tudós,scientist
técnico,masculine,técnicos,technikus,technician
ingeniero,masculine,ingenieros,mérnök,engineer
programador,masculine,programadores,programozó,programmer
desarrollador,masculine,desarrolladores,fejlesztő,developer
analista,masculine,analistas,elemző,analyst
administrador de sistemas,masculine,administradores de sistemas,rendszergazda,system administrator
hacker,masculine,hackers,hacker,hacker
ciberseguridad,masculine,ciberseguridades,kiberbiztonsági szakértő,cybersecurity expert
redactor,masculine,redactores,szerkesztő,editor
bloguero,masculine,blogueros,blogger,blogger
vlogger,masculine,vloggers,vlogger,vlogger
youtuber,masculine,youtubers,youtuber,youtuber
influencer,masculine,influencers,közösségi média influenszer,influencer
streamer,masculine,streamers,streamelő,streamer
comentarista,masculine,comentaristas,kommentátor,commentator
locutor,masculine,locutores,bemondó,announcer
presentador,masculine,presentadores,műsorvezető,host
productor,masculine,productores,producer,producer
director de televisión,masculine,directores de televisión,televíziós rendező,TV director
guionista,masculine,guionistas,forgatókönyvíró,screenwriter
ilustrador,masculine,ilustradores,illusztrátor,illustrator
diseñador gráfico,masculine,diseñadores gráficos,grafikus tervező,graphic designer
artista digital,masculine,artistas digitales,digitális művész,digital artist
animador 3D,masculine,animadores 3D,3D animátor,3D animator
modelador 3D,masculine,modeladores 3D,3D modellező,3D modeler
desarrollador de videojuegos,masculine,desarrolladores de videojuegos,játékfejlesztő,video game developer
probador de videojuegos,masculine,probadores de videojuegos,játék tesztelő,video game tester
escritor de videojuegos,masculine,escritores de videojuegos,játékíró,video game writer
guionista de cómics,masculine,guionistas de cómics,képregényíró,comic book writer
dibujante de cómics,masculine,dibujantes de cómics,képregényrajzoló,comic book artist
coleccionista,masculine,coleccionistas,gyűjtő,collector
arqueólogo,masculine,arqueólogos,archeológus,archaeologist
historiador,masculine,historiadores,történész,historian
curador de museo,masculine,curadores de museo,múzeumi kurátor,museum curator
conservador de arte,masculine,conservadores de arte,műtárgy restaurátor,art conservator
guía turístico,masculine,guías turísticos,idegenvezető,tour guide
bibliotecario,masculine,bibliotecarios,könyvtáros,librarian
archivista,masculine,archivistas,levéltáros,archivist
investigador,masculine,investigadores,kutató,researcher
profesor,masculine,profesores,tanár,professor
educador,masculine,educadores,oktató,educator
pedagogo,masculine,pedagogos,nevelő,pedagogue
consejero escolar,masculine,consejeros escolares,iskolai tanácsadó,school counselor
director de escuela,masculine,directores de escuela,iskolaigazgató,school principal
coordinador educativo,masculine,coordinadores educativos,oktatási koordinátor,education coordinator
especialista en educación,masculine,especialistas en educación,oktatási szakértő,education specialist
asesor académico,masculine,asesores académicos,akadémiai tanácsadó,academic advisor
orientador vocacional,masculine,orientadores vocacionales,pályaválasztási tanácsadó,career counselor
mentor,masculine,mentores,mentor,mentor
tutor,masculine,tutores,magántanár,tutor
aprendiz,masculine,aprendices,tanuló,apprentice
pasante,masculine,pasantes,gyakornok,intern
estudiante,masculine,estudiantes,diák,student
alumno,masculine,alumnos,diák,student
escolar,masculine,escolares,iskolás,schoolchild
universitario,masculine,universitarios,egyetemi hallgató,university student
licenciado,masculine,licenciados,diplomás,graduate
doctorado,masculine,doctorados,doktor,PhD
candidato,masculine,candidatos,jelölt,candidate
aspirante,masculine,aspirantes,pályázó,aspirant
competidor,masculine,competidores,versenyző,competitor
rival,masculine,rivales,rivális,rival
campeón,masculine,campeones,bajnok,champion
subcampeón,masculine,subcampeones,második helyezett,runner-up
medallista,masculine,medallistas,érmes,medalist
atleta,masculine,atletas,atléta,athlete
deportista,masculine,deportistas,sportoló,sportsman
futbolista,masculine,futbolistas,labdarúgó,football player
baloncestista,masculine,baloncestistas,kosárlabdázó,basketball player
nadador,masculine,nadadores,úszó,swimmer
ciclista,masculine,ciclistas,kerékpáros,cyclist
maratonista,masculine,maratonistas,maratoni futó,marathon runner
boxeador,masculine,boxeadores,boxoló,boxer
luchador,masculine,luchadores,birkózó,wrestler
gimnasta,masculine,gimnastas,torna,tornász,gymnast
judoca,masculine,judocas,cselgáncsozó,judoka
esgrimista,masculine,esgrimistas,vívó,fencer
levantador de pesas,masculine,levantadores de pesas,súlyemelő,weightlifter
saltador,masculine,saltadores,ugró,jumper
corredor,masculine,corredores,futó,runner
patinador,masculine,patinadores,korcsolyázó,skater
esquiador,masculine,esquiadores,síző,skier
surfista,masculine,surfistas,szörfös,surfer
remero,masculine,remeros,evezős,rower
piragüista,masculine,piragüistas,kajakos,canoeist
automovilista,masculine,automovilistas,autóversenyző,racing driver
motociclista,masculine,motociclistas,motoros,motorcyclist
jinete,masculine,jinetes,lovas,equestrian
arquero,masculine,arqueros,íjász,archer
tirador,masculine,tiradores,lövész,shooter
pescador,masculine,pescadores,horgász,fisherman
cazador,masculine,cazadores,vadász,hunter
explorador,masculine,exploradores,felfedező,explorer
aventurero,masculine,aventureros,kalandor,adventurer
viajero,masculine,viajeros,utazó,traveler
turista,masculine,turistas,turista,tourist
campista,masculine,campistas,kempingező,camper
excursionista,masculine,excursionistas,kiránduló,hiker
montañista,masculine,montañistas,hegymászó,mountaineer
espeleólogo,masculine,espeleólogos,barlangász,speleologist
buzo,masculine,buzos,búvár,diver
paracaidista,masculine,paracaidistas,ejtőernyős,paratrooper
piloto de carreras,masculine,pilotos de carreras,versenyző,race car driver
navegante,masculine,navegantes,hajós,navigator
astrónomo,masculine,astrónomos,csillagász,astronomer
inventor,masculine,inventores,feltaláló,inventor
científico,masculine,científicos,tudós,scientist
técnico,masculine,técnicos,technikus,technician
ingeniero,masculine,ingenieros,mérnök,engineer
programador,masculine,programadores,programozó,programmer
desarrollador,masculine,desarrolladores,fejlesztő,developer
analista,masculine,analistas,elemző,analyst
administrador de sistemas,masculine,administradores de sistemas,rendszergazda,system administrator
hacker,masculine,hackers,hacker,hacker
ciberseguridad,masculine,ciberseguridades,kiberbiztonsági szakértő,cybersecurity expert
redactor,masculine,redactores,szerkesztő,editor
bloguero,masculine,blogueros,blogger,blogger
vlogger,masculine,vloggers,vlogger,vlogger
youtuber,masculine,youtubers,youtuber,youtuber
influencer,masculine,influencers,közösségi média influenszer,influencer
streamer,masculine,streamers,streamelő,streamer
comentarista,masculine,comentaristas,kommentátor,commentator
locutor,masculine,locutores,bemondó,announcer
presentador,masculine,presentadores,műsorvezető,host
productor,masculine,productores,producer,producer
director de televisión,masculine,directores de televisión,televíziós rendező,TV director
guionista,masculine,guionistas,forgatókönyvíró,screenwriter
ilustrador,masculine,ilustradores,illusztrátor,illustrator
diseñador gráfico,masculine,diseñadores gráficos,grafikus tervező,graphic designer
artista digital,masculine,artistas digitales,digitális művész,digital artist
animador 3D,masculine,animadores 3D,3D animátor,3D animator
modelador 3D,masculine,modeladores 3D,3D modellező,3D modeler
desarrollador de videojuegos,masculine,desarrolladores de videojuegos,játékfejlesztő,video game developer
probador de videojuegos,masculine,probadores de videojuegos,játék tesztelő,video game tester
escritor de videojuegos,masculine,escritores de videojuegos,játékíró,video game writer
guionista de cómics,masculine,guionistas de cómics,képregényíró,comic book writer
dibujante de cómics,masculine,dibujantes de cómics,képregényrajzoló,comic book artist
coleccionista,masculine,coleccionistas,gyűjtő,collector
arqueólogo,masculine,arqueólogos,archeológus,archaeologist
historiador,masculine,historiadores,történész,historian
curador de museo,masculine,curadores de museo,múzeumi kurátor,museum curator
conservador de arte,masculine,conservadores de arte,műtárgy restaurátor,art conservator
guía turístico,masculine,guías turísticos,idegenvezető,tour guide
bibliotecario,masculine,bibliotecarios,könyvtáros,librarian
archivista,masculine,archivistas,levéltáros,archivist
investigador,masculine,investigadores,kutató,researcher
profesor,masculine,profesores,tanár,professor
educador,masculine,educadores,oktató,educator
pedagogo,masculine,pedagogos,nevelő,pedagogue
consejero escolar,masculine,consejeros escolares,iskolai tanácsadó,school counselor
director de escuela,masculine,directores de escuela,iskolaigazgató,school principal
coordinador educativo,masculine,coordinadores educativos,oktatási koordinátor,education coordinator
especialista en educación,masculine,especialistas en educación,oktatási szakértő,education specialist
asesor académico,masculine,asesores académicos,akadémiai tanácsadó,academic advisor
orientador vocacional,masculine,orientadores vocacionales,pályaválasztási tanácsadó,career counselor
mentor,masculine,mentores,mentor,mentor
tutor,masculine,tutores,magántanár,tutor
aprendiz,masculine,aprendices,tanuló,apprentice
pasante,masculine,pasantes,gyakornok,intern
estudiante,masculine,estudiantes,diák,student
alumno,masculine,alumnos,diák,student
escolar,masculine,escolares,iskolás,schoolchild
universitario,masculine,universitarios,egyetemi hallgató,university student
licenciado,masculine,licenciados,diplomás,graduate
doctorado,masculine,doctorados,doktor,PhD
candidato,masculine,candidatos,jelölt,candidate
aspirante,masculine,aspirantes,pályázó,aspirant
competidor,masculine,competidores,versenyző,competitor
rival,masculine,rivales,rivális,rival
campeón,masculine,campeones,bajnok,champion
subcampeón,masculine,subcampeones,második helyezett,runner-up
medallista,masculine,medallistas,érmes,medalist
atleta,masculine,atletas,atléta,athlete
deportista,masculine,deportistas,sportoló,sportsman
futbolista,masculine,futbolistas,labdarúgó,football player
baloncestista,masculine,baloncestistas,kosárlabdázó,basketball player
nadador,masculine,nadadores,úszó,swimmer
ciclista,masculine,ciclistas,kerékpáros,cyclist
maratonista,masculine,maratonistas,maratoni futó,marathon runner
boxeador,masculine,boxeadores,boxoló,boxer
luchador,masculine,luchadores,birkózó,wrestler
gimnasta,masculine,gimnastas,torna,tornász,gymnast
judoca,masculine,judocas,cselgáncsozó,judoka
esgrimista,masculine,esgrimistas,vívó,fencer
levantador de pesas,masculine,levantadores de pesas,súlyemelő,weightlifter
saltador,masculine,saltadores,ugró,jumper
corredor,masculine,corredores,futó,runner
patinador,masculine,patinadores,korcsolyázó,skater
esquiador,masculine,esquiadores,síző,skier
surfista,masculine,surfistas,szörfös,surfer
remero,masculine,remeros,evezős,rower
piragüista,masculine,piragüistas,kajakos,canoeist
automovilista,masculine,automovilistas,autóversenyző,racing driver
motociclista,masculine,motociclistas,motoros,motorcyclist
jinete,masculine,jinetes,lovas,equestrian
arquero,masculine,arqueros,íjász,archer
tirador,masculine,tiradores,lövész,shooter
pescador,masculine,pescadores,horgász,fisherman
cazador,masculine,cazadores,vadász,hunter
explorador,masculine,exploradores,felfedező,explorer
aventurero,masculine,aventureros,kalandor,adventurer
viajero,masculine,viajeros,utazó,traveler
turista,masculine,turistas,turista,tourist
campista,masculine,campistas,kempingező,camper
excursionista,masculine,excursionistas,kiránduló,hiker
montañista,masculine,montañistas,hegymászó,mountaineer
espeleólogo,masculine,espeleólogos,barlangász,speleologist
buzo,masculine,buzos,búvár,diver
paracaidista,masculine,paracaidistas,ejtőernyős,paratrooper
piloto de carreras,masculine,pilotos de carreras,versenyző,race car driver
navegante,masculine,navegantes,hajós,navigator
astrónomo,masculine,astrónomos,csillagász,astronomer
inventor,masculine,inventores,feltaláló,inventor
científico,masculine,científicos,tudós,scientist
técnico,masculine,técnicos,technikus,technician
ingeniero,masculine,ingenieros,mérnök,engineer
programador,masculine,programadores,programozó,programmer
desarrollador,masculine,desarrolladores,fejlesztő,developer
analista,masculine,analistas,elemző,analyst
administrador de sistemas,masculine,administradores de sistemas,rendszergazda,system administrator
hacker,masculine,hackers,hacker,hacker
ciberseguridad,masculine,ciberseguridades,kiberbiztonsági szakértő,cybersecurity expert
redactor,masculine,redactores,szerkesztő,editor
bloguero,masculine,blogueros,blogger,blogger
vlogger,masculine,vloggers,vlogger,vlogger
youtuber,masculine,youtubers,youtuber,youtuber
influencer,masculine,influencers,közösségi média influenszer,influencer
streamer,masculine,streamers,streamelő,streamer
comentarista,masculine,comentaristas,kommentátor,commentator
locutor,masculine,locutores,bemondó,announcer
presentador,masculine,presentadores,műsorvezető,host
productor,masculine,productores,producer,producer
director de televisión,masculine,directores de televisión,televíziós rendező,TV director
guionista,masculine,guionistas,forgatókönyvíró,screenwriter
ilustrador,masculine,ilustradores,illusztrátor,illustrator
diseñador gráfico,masculine,diseñadores gráficos,grafikus tervező,graphic designer
artista digital,masculine,artistas digitales,digitális művész,digital artist
animador 3D,masculine,animadores 3D,3D animátor,3D animator
modelador 3D,masculine,modeladores 3D,3D modellező,3D modeler
desarrollador de videojuegos,masculine,desarrolladores de videojuegos,játékfejlesztő,video game developer
probador de videojuegos,masculine,probadores de videojuegos,játék tesztelő,video game tester
escritor de videojuegos,masculine,escritores de videojuegos,játékíró,video game writer
guionista de cómics,masculine,guionistas de cómics,képregényíró,comic book writer
dibujante de cómics,masculine,dibujantes de cómics,képregényrajzoló,comic book artist
coleccionista,masculine,coleccionistas,gyűjtő,collector
arqueólogo,masculine,arqueólogos,archeológus,archaeologist
historiador,masculine,historiadores,történész,historian
curador de museo,masculine,curadores de museo,múzeumi kurátor,museum curator
conservador de arte,masculine,conservadores de arte,műtárgy restaurátor,art conservator
guía turístico,masculine,guías turísticos,idegenvezető,tour guide
bibliotecario,masculine,bibliotecarios,könyvtáros,librarian
archivista,masculine,archivistas,levéltáros,archivist
investigador,masculine,investigadores,kutató,researcher
profesor,masculine,profesores,tanár,professor
educador,masculine,educadores,oktató,educator
pedagogo,masculine,pedagogos,nevelő,pedagogue
consejero escolar,masculine,consejeros escolares,iskolai tanácsadó,school counselor
director de escuela,masculine,directores de escuela,iskolaigazgató,school principal
coordinador educativo,masculine,coordinadores educativos,oktatási koordinátor,education coordinator
especialista en educación,masculine,especialistas en educación,oktatási szakértő,education specialist
asesor académico,masculine,asesores académicos,akadémiai tanácsadó,academic advisor
orientador vocacional,masculine,orientadores vocacionales,pályaválasztási tanácsadó,career counselor
mentor,masculine,mentores,mentor,mentor
tutor,masculine,tutores,magántanár,tutor
aprendiz,masculine,aprendices,tanuló,apprentice
pasante,masculine,pasantes,gyakornok,intern
estudiante,masculine,estudiantes,diák,student
alumno,masculine,alumnos,diák,student
escolar,masculine,escolares,iskolás,schoolchild
universitario,masculine,universitarios,egyetemi hallgató,university student
licenciado,masculine,licenciados,diplomás,graduate
doctorado,masculine,doctorados,doktor,PhD
candidato,masculine,candidatos,jelölt,candidate
aspirante,masculine,aspirantes,pályázó,aspirant
competidor,masculine,competidores,versenyző,competitor
rival,masculine,rivales,rivális,rival
campeón,masculine,campeones,bajnok,champion
subcampeón,masculine,subcampeones,második helyezett,runner-up
medallista,masculine,medallistas,érmes,medalist
atleta,masculine,atletas,atléta,athlete
deportista,masculine,deportistas,sportoló,sportsman
futbolista,masculine,futbolistas,labdarúgó,football player
baloncestista,masculine,baloncestistas,kosárlabdázó,basketball player
nadador,masculine,nadadores,úszó,swimmer
ciclista,masculine,ciclistas,kerékpáros,cyclist
maratonista,masculine,maratonistas,maratoni futó,marathon runner
boxeador,masculine,boxeadores,boxoló,boxer
luchador,masculine,luchadores,birkózó,wrestler
gimnasta,masculine,gimnastas,torna,tornász,gymnast
judoca,masculine,judocas,cselgáncsozó,judoka
esgrimista,masculine,esgrimistas,vívó,fencer
levantador de pesas,masculine,levantadores de pesas,súlyemelő,weightlifter
saltador,masculine,saltadores,ugró,jumper
corredor,masculine,corredores,futó,runner
patinador,masculine,patinadores,korcsolyázó,skater
esquiador,masculine,esquiadores,síző,skier
surfista,masculine,surfistas,szörfös,surfer
remero,masculine,remeros,evezős,rower
piragüista,masculine,piragüistas,kajakos,canoeist
automovilista,masculine,automovilistas,autóversenyző,racing driver
motociclista,masculine,motociclistas,motoros,motorcyclist
jinete,masculine,jinetes,lovas,equestrian
arquero,masculine,arqueros,íjász,archer
tirador,masculine,tiradores,lövész,shooter
pescador,masculine,pescadores,horgász,fisherman
cazador,masculine,cazadores,vadász,hunter
explorador,masculine,exploradores,felfedező,explorer
aventurero,masculine,aventureros,kalandor,adventurer
viajero,masculine,viajeros,utazó,traveler
turista,masculine,turistas,turista,tourist
campista,masculine,campistas,kempingező,camper
excursionista,masculine,excursionistas,kiránduló,hiker
montañista,masculine,montañistas,hegymászó,mountaineer
espeleólogo,masculine,espeleólogos,barlangász,speleologist
buzo,masculine,buzos,búvár,diver
paracaidista,masculine,paracaidistas,ejtőernyős,paratrooper
piloto de carreras,masculine,pilotos de carreras,versenyző,race car driver
navegante,masculine,navegantes,hajós,navigator
astrónomo,masculine,astrónomos,csillagász,astronomer
inventor,masculine,inventores,feltaláló,inventor
científico,masculine,científicos,tudós,scientist
técnico,masculine,técnicos,technikus,technician
ingeniero,masculine,ingenieros,mérnök,engineer
programador,masculine,programadores,programozó,programmer
desarrollador,masculine,desarrolladores,fejlesztő,developer
analista,masculine,analistas,elemző,analyst
administrador de sistemas,masculine,administradores de sistemas,rendszergazda,system administrator
hacker,masculine,hackers,hacker,hacker
ciberseguridad,masculine,ciberseguridades,kiberbiztonsági szakértő,cybersecurity expert
